update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/vf0	loss/vf1	loss/vf_total	loss/total	loss/entropy	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed
112.0	487.62092506775383	-413.5150373757366	4.25759693353813	114.23076923076924	1.0	0.0	0.0	-0.012731496614228646	-0.012731496614228646	5618.8196396246185	1.7852916870175335	5620.6049194335965	1405.1384932355188	11.277056473057433	66.46153846153845	940.0735817842933	0.059880783781409264	1000.0	13.701449394226074	1.366182565689087	2927.8663777871047	11.284379005432129	1.0508878231048584	1933.8860141081602
312.0	1410.7939144635263	-375.5427378756174	4.9096171565364175	108.91666666666666	1.0	0.0	0.0	-0.005996589728476473	-0.005996589728476473	3602.2637736002607	3.016402133637006	3605.2801801893447	901.3140489790178	11.190342194504202	236.0	947.7358720803416	0.0	1000.0	26.912097454071045	2.7625956535339355	2895.8273317220105	22.203773021697998	1.9457287788391113	1856.5600388080397
520.0	2404.079041370977	-314.4343219101452	4.573212195030855	92.64285714285715	1.0	0.0	0.0	-0.01498452279285116	-0.01498452279285116	4674.388267965875	2.680910582928097	4677.069195915671	1169.2523103601798	11.090756276074577	392.2857142857142	941.2754121855659	0.0	1000.0	40.96584177017212	4.155094623565674	2888.020872483106	33.96670913696289	2.8440380096435547	1784.3701932590454
744.0	3341.0809652724083	-311.52281538679296	4.058834498076067	96.5	1.0	0.0	0.0	-0.01320536860327708	-0.01320536860327708	4255.024900599888	1.901407872353282	4256.926304408484	1064.2183724539618	10.959904684339248	523.1428571428572	931.5592654918514	0.1330764623126015	1000.0	54.4842746257782	5.576017141342163	2869.4316381080484	45.14600348472595	3.762253999710083	1787.6122458016896
960.0	4230.988002493755	-328.88666191010043	4.126600678287595	106.46153846153847	1.0	0.0	0.0	-0.015983083108822918	-0.015983083108822918	3595.1976992958475	2.0051364000690604	3597.202835886101	899.2847251892089	10.839020245953614	664.0	956.3378461943076	0.0394334162119776	1000.0	68.72557473182678	6.977707386016846	2866.2709531327596	57.02428364753723	4.723583698272705	1776.0451447792673
1168.0	5101.829616735038	-314.61862895000206	4.345746815299207	104.3076923076923	1.0	0.0	0.0	-0.013360668907777411	-0.013360668907777411	3478.788470294024	2.0892541223281147	3480.8777375092377	870.2060746888858	10.707717644201747	810.1538461538462	854.2396806922847	3.308603520912584	924.0	82.17642569541931	8.384777784347534	2826.0737027801765	68.1322968006134	5.659351110458374	1781.16363735901
1376.0	5964.089709059445	-289.7984387510146	4.138072810922704	96.76923076923076	1.0	0.0	0.0	-0.013019348418439611	-0.013019348418439611	3022.015183392692	2.025020445532659	3024.040206011604	755.9970314923457	10.604555719039013	954.7692307692308	933.9954675807726	0.01854192093014717	1000.0	94.2986991405487	9.79069471359253	2828.808456416207	77.98159503936768	6.526409387588501	1794.8003982403711
1584.0	6975.530159499113	-300.83948219984853	5.141629129872084	103.46153846153847	1.0	0.0	0.0	-0.015156380366558073	-0.015156380366558073	2889.9946017795146	2.9944401126768847	2892.9890374077695	723.2321052551268	10.490127907858954	1098.153846153846	938.1880580651618	1.750506253913045	1000.0	108.43702173233032	11.193550109863281	2831.630688111257	89.79979348182678	7.443678140640259	1781.867688483128
1800.0	7919.729257066612	-254.76075017221862	4.012900102553041	89.57142857142857	1.0	0.0	0.0	-0.01368505562898598	-0.01368505562898598	2754.4288482666016	2.086819416898137	2756.5156582103054	689.115227194393	10.388356510330645	1232.5714285714284	884.8800414634549	0.5416484377346933	1000.0	122.44576096534729	12.585573673248291	2836.263242880608	101.54360890388489	8.316578388214111	1761.1293478462392
2040.0	9002.290899687901	-220.48658515198497	4.6730943654825134	77.75	1.0	0.0	0.0	-0.011321449999745797	-0.011321449999745797	2526.884202957152	3.4603993352502602	2530.3445901870714	632.5748267173767	10.297845624387268	1362.5	124.96085100917226	2.4798096609301865	192.0	135.60232949256897	13.068861722946167	2790.14353147351	113.3528802394867	9.180587530136108	1742.6749106739765
2264.0	9974.383200921777	-290.2215333711738	4.081887945485505	104.16666666666666	1.0	0.0	0.0	-0.013298271199023215	-0.013298271199023215	2044.1707188197538	1.7572702533432414	2045.927993338449	511.46870029994426	10.225872373580934	1487.6666666666663	11.963363923725076	5.825911888387054	94.0	146.1746964454651	13.269810676574707	2776.452573286461	122.85030794143677	10.054577827453613	1758.02415876792
2520.0	10983.096466215144	-191.6957132720222	3.802247110713188	67.95	1.0	0.0	0.0	-0.009011389701157209	-0.009011389701157209	2270.2211786905923	2.6104724767307452	2272.831648932563	568.198901494344	10.15718650817871	1639.3999999999999	186.23004265898152	1.7921912488527596	298.0	159.90329551696777	14.340877294540405	2652.2087330375516	134.54871129989624	11.013706922531128	1755.4118921653826
2824.0	12089.579090955329	-197.85310196438067	3.7428416510762568	70.88888888888889	1.0	0.0	0.0	-0.010281652098253716	-0.010281652098253716	2292.775416654698	2.707252717193433	2295.4826615277466	573.8603836508358	10.073881654178395	1771.9999999999998	623.080644877106	2.063930561300367	824.0	173.3688063621521	15.68504023551941	2635.2498545969606	145.76780557632446	11.915960550308228	1750.630434450132
3128.0	13199.156753439049	-168.87975002910153	3.356443136654525	62.7	1.0	0.0	0.0	-0.011083890009582941	-0.011083890009582941	2018.7148838588175	2.6682115495204934	2021.3830932617184	505.3346886771065	9.96585087776184	1928.8	1.4827613607142438	1.4716426944360137	23.0	184.85075044631958	15.731574058532715	2633.3664924985833	156.28280520439148	12.836371183395386	1751.8178974610664
3472.0	14316.087973226846	-145.38588187921496	3.521683850713168	54.043478260869556	1.0	0.0	0.0	-0.00954447341830301	-0.00954447341830301	1747.949157714844	3.005493992391756	1750.9546436982996	437.7291172251982	9.895104253993317	2064.695652173913	153.0928075277381	2.051775590516627	303.0	196.830007314682	16.788184642791748	2539.821958552718	166.3019504547119	13.739872217178345	1756.908452190349
3808.0	15533.612315886048	-181.99594449170735	3.205986571183338	65.6315789473684	1.0	0.0	0.0	-0.00962413616076775	-0.00962413616076775	1985.3409453361264	2.1776647375475977	1987.5186157226556	496.8700305569555	9.83383653240819	2200.4210526315787	10.823312000899532	1.475491501390934	25.0	209.1947319507599	16.834850072860718	2538.7811483335213	177.7563281059265	14.603553771972656	1748.8002005196174
4176.0	16630.602459969454	-134.75450265687724	2.919031591497136	45.999999999999986	1.0	0.0	0.0	-0.0060960740000109955	-0.0060960740000109955	1912.4987313406803	2.818988411767143	1915.3177158900671	478.8233326503209	9.769075155258177	2319.5555555555557	66.66652865148873	0.8967670659185387	265.0	222.77893209457397	17.886093139648438	2448.997646271956	189.33368587493896	15.559153079986572	1739.758216139602
4592.0	17918.313138060534	-137.14338165188704	3.1341321554992465	50.24	1.0	0.0	0.0	-0.007239070451169324	-0.007239070451169324	1766.745619381175	3.1119458206436197	1769.8575681798598	442.45715275932776	9.696382270139802	2462.08	113.49419057822756	1.5343068240908906	273.0	235.01643347740173	18.86170768737793	2380.2722820290533	199.66727876663208	16.487447023391724	1742.747000433085
