update/episode	update/cum_cost	train/reward	train/cost	train/length	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/vf0	loss/vf1	loss/vf_total	loss/total	loss/entropy	update/gradient_steps	test/reward	test/cost	test/length	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed
24.0	1333.292398230289	440.9108030638091	68.0405421851101	992.0	0.8819633087354393	0.1537468086823034	-8.959620551694732e-05	-0.0037635918152012816	-0.0035280947764954403	38.22496031737718	4.052598184738001	42.27755836971474	10.565861496769012	11.331385417062721	182.0	676.7171390065841	15.424686690339513	1000.0	10.660719394683838	1.767038345336914	2263.6747021114224	7.45542311668396	1.4382579326629639	3569.725496545809
56.0	3845.747062752722	447.4851480929059	62.3082437475241	973.5	1.0	0.0	0.0	-0.004814381517159441	-0.004814381517159441	9.395802326003714	2.3679350535074852	11.763737390438715	2.936119968692459	11.28413358132045	422.0	480.56261347941677	71.84165622501314	790.0	23.86043667793274	3.4805495738983154	2057.4337034882324	17.542208909988403	2.8376781940460205	3086.42534077375
88.0	5746.589931831462	423.91072311890343	80.79233768294216	873.5	0.7213643121787315	0.6807742519271208	-0.0026266684943485018	-0.002407504996298024	-0.003630177130605207	10.574250090796992	2.076205055949821	12.650455159961057	3.1589836163340865	11.224873133425449	646.0	597.8203115916342	75.52634922529614	1000.0	36.566298484802246	5.4588234424591064	2044.5797739470688	27.004932403564453	4.1025426387786865	2921.4843016443856
120.0	8475.081433672574	431.79171440732637	79.22175045572658	891.0	0.9480474016317766	0.057856878131919066	4.366562600559766e-05	-0.004051142352082853	-0.0037698477022379212	8.52859798669815	1.4835588127374653	10.012156834385609	2.4992693584073677	11.183575916290282	860.0	489.76817784226716	177.15750022072461	1000.0	49.29847311973572	7.376412868499756	2055.335061943666	36.55567145347595	5.36638879776001	2848.3094410055764
152.0	11851.9206605925	453.697698689925	101.92766527922504	922.5	0.7589449079423636	0.4581036643163014	-0.0027704066933917004	-0.003281852236812069	-0.004333238002776575	8.176098537026787	2.044932170395266	10.221030720493244	2.5509244433620517	11.122814425250942	1088.0	559.2473751361018	137.28887878321257	1000.0	62.40238380432129	9.288414239883423	2062.892492210865	46.41740942001343	6.6965601444244385	2804.2151852217025
184.0	14733.617059002514	512.9735065427371	90.96042138895427	997.0	1.0	0.0	0.0	-0.008647284796508403	-0.008647284796508403	4.3323916965915314	1.5527949309156786	5.8851866347174475	1.4626493742389066	11.077326986097523	1330.0	673.1062450282186	67.4907177025525	1000.0	76.03204131126404	11.20171046257019	2067.6306602809473	56.66775345802307	8.162577390670776	2789.620192161084
216.0	17830.19608987798	536.7105754695181	91.37305025721435	1000.0	0.7913156655551905	0.3581756134657192	-0.0015677580353616169	-0.006624732122872955	-0.006570642022394716	3.839154500153756	2.1195621596228715	5.958716665544815	1.483108524833956	11.011716854187751	1578.0	761.988803891871	0.10287170439914917	1000.0	89.58316135406494	13.01012921333313	2087.6810333416734	66.98100590705872	9.592026233673096	2779.725368701663
248.0	21065.753148332005	556.5698637464803	103.09554743775516	1000.0	0.6946085448402578	0.7846301286781084	-0.010020559556001134	-0.0029107216869306285	-0.007855668438004646	3.8184386616753	2.244149910826836	6.062588574424867	1.5077914792683815	10.94414349525206	1826.0	518.1228575306511	5.222037377239758	1000.0	103.19472670555115	14.921089172363281	2088.386420055457	77.2269537448883	11.04668378829956	2773.7839613547594
280.0	23755.037746395217	579.0412538714776	83.86092066041601	1000.0	1.0	0.0	0.0	-0.008029561986463265	-0.008029561986463265	3.272794084202859	2.790612047237735	6.063406150187217	1.507821976657838	10.867675339021984	2074.0	665.4021658548897	0.1488070326840898	1000.0	116.98820400238037	16.892552614212036	2081.4497845884084	87.57225799560547	12.523393392562866	2765.874402738788
312.0	26787.286432044813	594.9334956487758	95.75024070499057	1000.0	0.815983252864419	0.29118117094411017	-0.001760299212624124	-0.006958813098589743	-0.007100736687556001	3.456347329001272	2.6923078937876608	6.148655222308256	1.5300630667517265	10.801765745685953	2322.0	540.7068154836226	0.03487601761662518	1000.0	130.73047399520874	18.855159282684326	2076.9381691706835	97.90408897399902	13.97122573852539	2760.680502161073
344.0	29842.500031539763	608.2474576309849	90.96212161034418	1000.0	0.7440695988722102	0.524297991864587	-0.0028574144319375807	-0.005414945349677454	-0.006338197856304409	3.6681857320570184	2.7211797722885698	6.389365503864903	1.5910031781081229	10.75120628264642	2570.0	487.2137739010078	24.9975746694912	1000.0	144.24413776397705	20.744788885116577	2080.570703275077	108.0625	15.436848878860474	2759.9497737784754
376.0	33378.32284276874	611.2409885249066	113.34226638259133	992.0	0.622650457635994	1.465586050538864	-0.03126862890193942	0.010068372382923633	-0.007080514535057668	4.590209702976415	3.6830676417858865	8.273277372610375	2.061238826786886	10.72421142703197	2816.0	415.42658764390643	29.56381810509629	1000.0	157.94211173057556	22.69195818901062	2078.3133657825692	118.38239479064941	16.867758750915527	2754.9765397160127
408.0	35442.214486530225	605.8178256384303	63.54084470455746	1000.0	1.0	0.0	0.0	-0.009289934529665662	-0.009289934529665662	2.9129804915958837	2.4072139320835007	5.32019441166232	1.3207586669633475	10.667718510473923	3062.0	669.1021892967611	0.006253720028325915	1000.0	171.6566345691681	24.686460494995117	2072.431566703225	128.5988335609436	18.37134051322937	2753.0143619194514
440.0	38374.385467723536	642.662165545694	102.92281830315915	1000.0	0.7691312652204657	0.42891474275649655	-0.002024983867041526	-0.006430603751933603	-0.006399353569114352	3.0406363817953297	2.8511088740441104	5.891745240457597	1.4665369578907574	10.555159803359738	3310.0	681.5850186194085	0.05113297758362023	1000.0	185.02482438087463	26.372240781784058	2091.6311380753446	138.84660077095032	19.80598282814026	2751.994263788987
472.0	41019.17338363576	662.9318890638731	81.46032654625014	1000.0	0.8132470150769101	0.2980922018957428	-0.0013150205237663266	-0.006834774097144199	-0.006768743380237383	3.409660149005152	3.1595769260198865	6.569237091848929	1.6355405315276117	10.46943134261716	3558.0	690.5659115536533	0.18782103250850923	1000.0	198.54753303527832	28.17137122154236	2100.0397721059526	149.1125466823578	21.263615131378174	2750.449329362812
504.0	44141.548549841216	686.2583124699388	87.32175711735908	1000.0	0.8790893803110628	0.15947508156219561	1.9304587523595604e-05	-0.007671708950158883	-0.006839343574109493	3.0954862400408705	2.8885030871437434	5.983989313725502	1.4891579819302407	10.387082249887529	3806.0	695.3651879378408	0.015560860210825922	1000.0	212.2236511707306	30.16070556640625	2094.1486219854983	159.3639588356018	22.698986768722534	2749.658906914387
536.0	47171.178567360446	694.2255752466766	99.05057785609824	1000.0	0.8139715248182758	0.29625055216296453	-0.0009332207257337417	-0.007348380076901747	-0.006678246673944534	3.79771187997633	2.80359568903523	6.601307576702487	1.6436486484542965	10.296099978108558	4054.0	802.7900185470062	22.871538985749794	1000.0	225.8980324268341	32.07152509689331	2094.100601611419	169.66823053359985	24.158276796340942	2747.8749286513425
568.0	50697.32383714331	699.7299615812644	96.39845005614916	1000.0	0.615330762206784	1.6676783818679535	-0.039742114349088135	0.009239489744950632	-0.010506880590762718	3.2472784442286335	2.333837016455587	5.581115445783065	1.3847719822679798	10.224609455754678	4302.0	722.0140856441178	16.667971145303454	1000.0	239.37457704544067	33.78654980659485	2106.193156961827	179.97220039367676	25.615826845169067	2746.322378705703
600.0	53014.022595212155	717.1096637807352	92.350284148426	1000.0	0.8015260910820107	0.32911564668545895	-0.0010675606872903316	-0.007869928366891411	-0.007277295938006484	3.742174827283428	2.629054085862252	6.371228916029772	1.5855299354560906	10.126715333231036	4550.0	780.5865920163689	3.1269709041007445	1000.0	252.92097425460815	35.687331199645996	2106.097527425799	190.18920993804932	27.044433116912842	2746.4024062288167
632.0	55554.161702807876	746.2713003156475	68.53171981640844	1000.0	1.0	0.0	0.0	-0.007231340239073807	-0.007231340239073807	3.422635301466912	2.119007913816362	5.541643211918494	1.3781794646093926	10.028976194320187	4798.0	840.3272580094963	50.10515014172415	1000.0	266.4069855213165	37.45901346206665	2113.2697496201654	200.48376178741455	28.464210271835327	2745.650002251693
664.0	58493.66360106418	765.0076364957355	88.6168738830529	1000.0	0.7283661719999563	0.5947330675580451	-0.0055421614595088	-0.004413999146274891	-0.007116034380106367	2.8964695209457023	2.7643806934356707	5.66085023072458	1.4080965256979394	9.914552953935441	5046.0	738.5301627782403	86.7258931088968	1000.0	280.100102186203	39.463096618652344	2107.3105540504826	210.69795608520508	29.93904948234558	2745.259393674411
